1.00832e-12 	 -8.01e-06 	 -165.871 	 0
2.01861e-12 	 -1.602e-05 	 340.079 	 0
3.13736e-12 	 1.602e-06 	 44.6927 	 0
4.37066e-12 	 4.806e-06 	 912.126 	 0
5.40104e-12 	 8.01e-06 	 242.629 	 0
6.4146e-12 	 3.204e-06 	 98.662 	 0
7.52869e-12 	 3.204e-06 	 89.7593 	 0
8.97253e-12 	 1.602e-06 	 34.6299 	 0
1.01251e-11 	 -6.408e-06 	 -173.526 	 0
1.14675e-11 	 0 	 0 	 0
1.25185e-11 	 0 	 -16.7777 	 0
1.36349e-11 	 -4.806e-06 	 -134.361 	 0
1.46938e-11 	 1.602e-06 	 47.2167 	 0
1.57434e-11 	 -4.806e-06 	 -142.911 	 0
1.68455e-11 	 3.204e-06 	 90.7329 	 0
1.80209e-11 	 1.602e-06 	 42.5385 	 0
1.95063e-11 	 -3.204e-06 	 -67.3244 	 0
2.08128e-11 	 4.806e-06 	 114.808 	 0
2.19705e-11 	 4.806e-06 	 129.566 	 0
2.36987e-11 	 -1.602e-06 	 -28.9325 	 0
2.53647e-11 	 0 	 0 	 0
2.66598e-11 	 -1.602e-06 	 -38.6067 	 0
2.79765e-11 	 0 	 0 	 0
2.90627e-11 	 -1.602e-06 	 -46.033 	 0
3.05053e-11 	 -1.602e-06 	 -34.6591 	 0
3.20269e-11 	 1.602e-06 	 32.8616 	 0
3.31982e-11 	 1.602e-06 	 -1552.85 	 0
3.45175e-11 	 -6.408e-06 	 -151.591 	 0
3.78322e-11 	 0 	 0 	 0
4.10696e-11 	 0 	 0 	 0
4.67476e-11 	 -1.602e-06 	 -8.80591 	 0
4.82162e-11 	 0 	 0 	 0
4.96564e-11 	 0 	 0 	 0
5.13486e-11 	 -1.602e-06 	 -29.546 	 0
5.2753e-11 	 1.602e-06 	 35.603 	 0
5.4493e-11 	 -1.602e-06 	 -28.7364 	 0
5.56357e-11 	 -3.204e-06 	 -87.5089 	 0
5.73458e-11 	 0 	 0 	 0
5.91652e-11 	 0 	 0 	 0
6.06304e-11 	 1.602e-06 	 34.1253 	 0
6.19655e-11 	 1.602e-06 	 37.4484 	 0
6.35056e-11 	 -1.602e-06 	 -32.4664 	 0
6.46933e-11 	 1.602e-06 	 42.0985 	 0
6.60625e-11 	 0 	 0 	 0
6.73417e-11 	 -1.602e-06 	 -39.0868 	 0
6.87093e-11 	 0 	 0 	 0
6.99013e-11 	 0 	 0 	 0
7.11354e-11 	 -3.204e-06 	 -81.0286 	 0
7.2626e-11 	 1.602e-06 	 33.5438 	 0
7.40458e-11 	 0 	 0 	 0
7.53839e-11 	 -1.602e-06 	 -37.3676 	 0
7.65793e-11 	 1.602e-06 	 41.8254 	 0
7.79603e-11 	 0 	 0 	 0
7.93851e-11 	 -1.602e-06 	 -35.0946 	 0
8.07902e-11 	 0 	 0 	 0
8.22603e-11 	 0 	 0 	 0
8.38651e-11 	 -1.602e-06 	 -31.1551 	 0
8.55283e-11 	 1.602e-06 	 30.0638 	 0
8.66221e-11 	 3.204e-06 	 91.4247 	 0
8.79145e-11 	 -1.602e-06 	 -21.5359 	 0
8.91358e-11 	 1.602e-06 	 40.9404 	 0
9.07207e-11 	 3.204e-06 	 63.095 	 0
9.2029e-11 	 -1.602e-06 	 -38.2168 	 0
9.36305e-11 	 0 	 0 	 0
9.49155e-11 	 -1.602e-06 	 -38.9109 	 0
9.6187e-11 	 1.602e-06 	 39.3258 	 0
9.78815e-11 	 0 	 0 	 0
9.92183e-11 	 0 	 0 	 0
1.0064e-10 	 0 	 0 	 0
1.02407e-10 	 0 	 0 	 0
1.04191e-10 	 3.204e-06 	 56.0413 	 0
1.05548e-10 	 0 	 0 	 0
1.07654e-10 	 0 	 0 	 0
1.09127e-10 	 0 	 0 	 0
1.10837e-10 	 0 	 0 	 0
1.12459e-10 	 0 	 0 	 0
1.13802e-10 	 0 	 0 	 0
1.15181e-10 	 0 	 0 	 0
1.17117e-10 	 -1.602e-06 	 -25.8383 	 0
1.18795e-10 	 1.602e-06 	 29.7979 	 0
1.20126e-10 	 0 	 0 	 0
1.21985e-10 	 0 	 0 	 0
1.23436e-10 	 0 	 0 	 0
1.25342e-10 	 0 	 0 	 0
1.27045e-10 	 0 	 0 	 0
1.28633e-10 	 0 	 0 	 0
1.29959e-10 	 0 	 0 	 0
1.31306e-10 	 0 	 0 	 0
1.32974e-10 	 0 	 0 	 0
1.34222e-10 	 1.602e-06 	 40.0757 	 0
1.35521e-10 	 0 	 0 	 0
1.36756e-10 	 0 	 0 	 0
1.38622e-10 	 0 	 0 	 0
1.40286e-10 	 0 	 0 	 0
1.41705e-10 	 0 	 0 	 0
1.43099e-10 	 0 	 0 	 0
1.44317e-10 	 0 	 0 	 0
1.45638e-10 	 0 	 0 	 0
1.47049e-10 	 0 	 0 	 0
1.48474e-10 	 0 	 0 	 0
1.50107e-10 	 0 	 0 	 0
1.51811e-10 	 0 	 0 	 0
1.53245e-10 	 0 	 0 	 0
1.54702e-10 	 0 	 0 	 0
1.56199e-10 	 0 	 0 	 0
1.58016e-10 	 0 	 0 	 0
1.59554e-10 	 0 	 0 	 0
1.60898e-10 	 0 	 0 	 0
1.62678e-10 	 0 	 0 	 0
1.6432e-10 	 0 	 0 	 0
1.66106e-10 	 0 	 0 	 0
1.67869e-10 	 0 	 0 	 0
1.6931e-10 	 0 	 0 	 0
1.70768e-10 	 -1.602e-06 	 -34.2859 	 0
1.71997e-10 	 0 	 0 	 0
1.7332e-10 	 0 	 0 	 0
1.74448e-10 	 0 	 0 	 0
1.75957e-10 	 0 	 0 	 0
1.77458e-10 	 -1.602e-06 	 -33.2929 	 0
1.78746e-10 	 0 	 0 	 0
1.80336e-10 	 0 	 0 	 0
1.82013e-10 	 0 	 0 	 0
1.83423e-10 	 0 	 0 	 0
1.84867e-10 	 0 	 0 	 0
1.8633e-10 	 0 	 0 	 0
1.874e-10 	 0 	 0 	 0
1.89244e-10 	 1.602e-06 	 27.1262 	 0
1.90499e-10 	 0 	 0 	 0
1.92214e-10 	 0 	 0 	 0
1.93594e-10 	 0 	 0 	 0
1.94943e-10 	 0 	 0 	 0
1.96248e-10 	 0 	 0 	 0
1.97842e-10 	 -3.204e-06 	 -62.7116 	 0
1.99071e-10 	 -1.9224e-05 	 -491.015 	 0
2.00512e-10 	 1.602e-06 	 129.819 	 0
2.01798e-10 	 0 	 0 	 0
2.0334e-10 	 0 	 0 	 0
2.04662e-10 	 0 	 0 	 0
2.06248e-10 	 0 	 0 	 0
2.08028e-10 	 -1.602e-06 	 -28.0949 	 0
2.09466e-10 	 0 	 0 	 0
2.11015e-10 	 1.602e-06 	 32.2828 	 0
2.1269e-10 	 -1.602e-06 	 -29.8501 	 0
2.14381e-10 	 0 	 0 	 0
2.16146e-10 	 0 	 0 	 0
2.17421e-10 	 0 	 0 	 0
2.19239e-10 	 0 	 0 	 0
2.20847e-10 	 0 	 0 	 0
